name,currency,symbolIB,symbolTrading,exchange
BNP Paribas Easy MSCI EMU SRI S-Series 5% Capped UCITS ETF,EUR,MUSRI,MUSRI,sbf
Lyxor FTSE Europe Minimum Variance DR UCITS ETF,EUR,MVAE,MVAE,sbf
Lyxor FTSE USA Minimum Variance UCITS ETF,EUR,MVAU,MVAU,sbf
OSSIAM US MINIMUM VARIANCE ESG NR UCITS ETF,USD,MVUS,MVUS,sbf
Lyxor FTSE EPRA/NAREIT Global Developed UCITS ETF,EUR,MWO,MWO,sbf
AMUNDI INDEX MSCI WORLD UCITS ETF DR,EUR,MWRD,MWRD,sbf
HSBC MSCI PACIFIC EX JAPAN UCITS ETF,EUR,MXJ,MXJ,sbf
Amundi Nasdaq-100 UCITS ETF,EUR,NDXH,NDXH,sbf
WisdomTree Natural Gas,EUR,NGASP,NGASP,sbf
AMUNDI INDEX MSCI NORTH AMERICA UCITS ETF DR,EUR,NRAM,NRAM,sbf
Lyxor New Energy UCITS ETF,EUR,NRJ,NRJ,sbf
Lyxor PEA Obligations d'Etat Euro UCITS ETF,EUR,OBLI,OBLI,sbf
Lyxor STOXX Europe 600 Oil & Gas UCITS ETF,EUR,OIL,OIL,sbf
WisdomTree Brent Crude Oil 1mth,EUR,OILBP,OILBP,sbf
WisdomTree WTI Crude Oil 2mth,EUR,OILWP,OILWP,sbf
OSSIAM US MINIMUM VARIANCE ESG NR UCITS ETF,EUR,OSX2,SPMV,sbf
OSSIAM ETF EUROPE MINIMUM VARIANCE NR,EUR,OSX4,EUMV,sbf
OSSIAM Stoxx Europe 600 Equal Weight NR,EUR,OSX6,S6EW,sbf
OSSIAM RISK WEIGHTED ENHANCED COMMODITY EX GRAINS TR UCITS ETF,EUR,OSXC,CRWE,sbf
OSSIAM SOLACTIVE MOODY'S ANALYTICS IG EUR Select Credit,EUR,OSXF,MOOC,sbf
OSSIAM GLOBAL MULTI-ASSET RISK-CONTROL UCITS ETF,EUR,OSXM,GMRC,sbf
Amundi PEA S&P 500 UCITS ETF,EUR,P500H,P500H,sbf
Amundi PEA MSCI Emerging Asia UCITS ETF,EUR,PAASI,PAASI,sbf
Amundi PEA MSCI Emerging Markets UCITS ETF,EUR,PAEEM,PAEEM,sbf
Lyxor PEA MSCI AC Asia Pacific Ex Japan UCITS ETF,EUR,PAEJ,PAEJ,sbf
Lyxor Pan Africa UCITS ETF,EUR,PAF,PAF,sbf
Lyxor PEA MSCI South Africa UCITS ETF,EUR,PAFS,PAFS,sbf
Amundi PEA MSCI EM Latin America UCITS ETF,EUR,PALAT,PALAT,sbf
Amundi PEA Nasdaq-100 UCITS ETF,EUR,PANX,PANX,sbf
Lyxor PEA China Entreprise HSCEI UCITS ETF,EUR,PASI,PASI,sbf
Lyxor MSCI Pacific Ex Japan UCITS ETF,EUR,PAXJ,PAXJ,sbf
Amundi PEA MSCI Europe UCITS ETF,EUR,PCEU,PCEU,sbf
Lyxor PEA Dow Jones Industrial Average UCITS ETF,EUR,PDJE,PDJE,sbf
Amundi PEA S&P 500 UCITS ETF,EUR,PE500,PE500,sbf
Lyxor PEA PME DR UCITS ETF,EUR,PEAP,PEAP,sbf
Invesco FTSE RAFI Europe UCITS ETF,EUR,PEF,PEF,sbf
Invesco FTSE RAFI Emerging Markets UCITS ETF,EUR,PEH1,PEH,sbf
Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF,EUR,PHG,PHG,sbf
Lyxor PEA MSCI India UCITS ETF,EUR,PINR,PINR,sbf
Invesco EuroMTS Cash 3 Months UCITS ETF,EUR,PJEU,PEU,sbf
Lyxor PEA Japan TOPIX UCITS ETF,EUR,PJPH,PJPH,sbf
Lyxor PEA Japan TOPIX UCITS ETF,EUR,PJPN,PJPN,sbf
Lyxor PEA MSCI Korea UCITS ETF,EUR,PKRW,PKRW,sbf
Lyxor PEA MSCI Emerging Markets UCITS ETF,EUR,PLEM,PLEM,sbf
Lyxor PEA FTSE EPRA/NAREIT Developed Europe UCITS ETF,EUR,PMEH,PMEH,sbf
Lyxor PEA MSCI Europe UCITS ETF,EUR,PMEU,PMEU,sbf
Invesco S&P 500 QVM UCITS ETF,EUR,PQVM,PQVM,sbf
Lyxor PEA MSCI Brazil UCITS ETF,EUR,PRIO,PRIO,sbf
Lyxor PEA MSCI Russia IMI Select GDR UCITS ETF,EUR,PRUS,PRUS,sbf
Lyxor PEA S&P 500 UCITS ETF,EUR,PSP5,PSP5,sbf
Lyxor PEA S&P 500 UCITS ETF,EUR,PSPH,PSPH,sbf
Invesco FTSE RAFI All World 3000 UCITS ETF,EUR,PSWD,PSRW,sbf
Amundi PEA Japan TOPIX UCITS ETF,EUR,PTPXE,PTPXE,sbf
Amundi PEA Japan TOPIX UCITS ETF,EUR,PTPXH,PTPXH,sbf
Lyxor PEA MSCI USA UCITS ETF,EUR,PUSA,PUSA,sbf
Lyxor PEA NASDAQ-100 UCITS ETF,EUR,PUST,PUST,sbf
Lyxor Privex UCITS ETF,EUR,PVXT,PVX,sbf
Amundi Msci Europe Quality Factor UCITS ETF,EUR,QCEU,QCEU,sbf
BNP PARIBAS EASY Equity Quality Europe UCITS ETF,EUR,QUED,QUED,sbf
BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF,EUR,REUSE,REUSE,sbf
Lyxor MSCI Brazil UCITS ETF,EUR,RIO2,RIO,sbf
Lyxor Robotics & AI UCITS ETF,EUR,ROAI,ROAI,sbf
Amundi Russell 2000 UCITS ETF,EUR,RS2K,RS2K,sbf
Lyxor STOXX Europe 600 Retail UCITS ETF,EUR,RTA,RTA,sbf
Lyxor MSCI Russia UCITS ETF,EUR,RUS,RUS,sbf
AMUNDI ETF SHORT GOVT BOND EUROMTS BROAD INVESTMENT GRADE 10-15 Daily UCITS ETF,EUR,S10,S10,sbf
AMUNDI INDEX S&P 500 UCITS ETF DR,EUR,S500,S500,sbf
AMUNDI INDEX S&P 500 UCITS ETF DR,EUR,S500H,S500H,sbf
Amundi Short Govt Bond Euromts Broad Inv Grade Daily UCITS ETF,EUR,SB0,SB0,sbf
Amundi Smart City UCITS ETF,EUR,SCITY,SCITY,sbf
Lyxor STOXX Europe Select Dividend 30 UCITS ETF,EUR,SELT,SEL,sbf
Amundi Smart Factory UCITS ETF,EUR,SFTRY,SFTRY,sbf
Lyxor SG European Quality Income NTR UCITS ETF,EUR,SGQE,SGQE,sbf
Lyxor SG Global Quality Income NTR UCITS ETF,EUR,SGQI,SGQI,sbf
Lyxor SG Global Value Beta UCITS ETF,EUR,SGVB,SGVB,sbf
Lyxor CAC 40 Daily -1x Inverse UCITS ETF,EUR,SHC,SHC,sbf
WisdomTree Silver,EUR,SLVRP,SLVRP,sbf
SPDR MSCI Europe Small Cap UCITS ETF,EUR,SMC,SMC,sbf
Amundi Europe Equity Multi Smart Allocation Scientific Beta Allocation Scientifi,EUR,SMRE,SMRE,sbf
Amundi Index Eq Global Multi Smart Al Scientific Beta UCITS ETF DR,EUR,SMRT,SMRT,sbf
Amundi USA Equity Multi Smart Allocation Scientific Beta UCITS ETF,EUR,SMTU,SMTU,sbf
Lyxor S&P 500 UCITS ETF,EUR,SP5C,SP5C,sbf
Lyxor S&P 500 UCITS ETF,EUR,SP5H,SP5H,sbf
SPDR S&P 500 Low Volatility UCITS ETF,EUR,SPY1,LOWV,sbf
SPDR S&P 400 U.S. Mid Cap UCITS ETF,EUR,SPY4,SPY4,sbf
SPDR S&P 500 UCITS ETF,EUR,SPY5,SPY5,sbf
SPDR MSCI EM Asia ETF,EUR,SPYA,EMAE,sbf
SPDR MSCI ACWI IMI ETF,EUR,SPYI,IMIE,sbf
SPDR MSCI eMkt ETF,EUR,SPYM,EMRG,sbf
SPDR S&P Euro Dividend Aristocrats UCITS ETF,EUR,SPYW,EUDV,sbf
SPDR MSCI ACWI ETF,EUR,SPYY,ACWE,sbf
BNP Paribas Easy EUR Corp Bond SRI Fossil Free UCITS ETF,EUR,SRIC,SRIC,sbf
BNP Paribas Easy EUR Corp Bond SRI Fossil Free 1-3Y UCITS ETF,EUR,SRIC3,SRIC3,sbf
BNP Paribas Easy EUR Corp Bond SRI Fossil Free 3-5Y UCITS ETF,EUR,SRIC5,SRIC5,sbf
BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped UCITS ETF,EUR,SRIE,SRIE,sbf
BNP Paribas Easy MSCI Europe SRI S-Series 5% Capped UCITS ETF,EUR,SRIEC,SRIEC,sbf
BNP Paribas Easy MSCI Japan SRI S-Series 5% Capped UCITS ETF,EUR,SRIJ,SRIJ,sbf
BNP Paribas Easy MSCI Japan SRI S-Series 5% Capped UCITS ETF,EUR,SRIJC,SRIJC,sbf
Lyxor MSCI World Consumer Staples TR UCITS ETF,EUR,STAW,COSW,sbf
SPDR MSCI Europe Technology UCITS ETF,EUR,STK,STK,sbf
SPDR MSCI Europe Energy UCITS ETF,EUR,STN,STN,sbf
SPDR MSCI Europe Materials UCITS ETF,EUR,STP,STP,sbf
Lyxor EUR Curve Steepening 2-10 UCITS ETF,EUR,STPE,STPE,sbf
Lyxor US Curve Steepening 2-10 UCITS ETF,EUR,STPU,STPU,sbf
SPDR MSCI Europe Industrials UCITS ETF,EUR,STQ,STQ,sbf
SPDR MSCI Europe Consumer Discretionary UCITS ETF,EUR,STR1,STR,sbf
SPDR MSCI Europe Consumer Staples UCITS ETF,EUR,STS11,STS,sbf
SPDR MSCI Europe Communication Services UCITS ETF,EUR,STT,STT,sbf
SPDR MSCI Europe Utilities UCITS ETF,EUR,STU,STU,sbf
SPDR MSCI Europe Health Care UCITS ETF,EUR,STW,STW,sbf
SPDR MSCI Europe Financials UCITS ETF,EUR,STZ,STZ,sbf
Amundi ETF Short US Treasury 7-10 Daily UCITS ETF C,USD,SU7,SU7,sbf
SPDR Bloomberg Barclays 1-3 Year Euro Government Bond UCITS ETF,EUR,SYB3,GOVS,sbf
SPDR Bloomberg Barclays Euro Aggregate Bond UCITS ETF,EUR,SYBA,EAGG,sbf
SPDR Bloomberg Barclays Euro Government Bond UCITS ETF,EUR,SYBB,GOVY,sbf
SPDR Bloomberg Barclays Euro Corporate Bond UCITS ETF,EUR,SYBC,EUCO,sbf
SPDR Bloomberg Barclays 0-3 Year Euro Corporate Bond UCITS ETF,EUR,SYBD,SEUC,sbf
SPDR Bloomberg Barclays Euro High Yield Bond UCITS ETF,EUR,SYBJ,JNKE,sbf
SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF,EUR,SYBM,EMLD,sbf
SPDR Bloomberg Barclays U.S. Treasury Bond UCITS ETF,EUR,SYBT,TSYE,sbf
SPDR Bloomberg Barclays U.S. Aggregate Bond UCITS ETF,EUR,SYBU,USAG,sbf
Lyxor STOXX Europe 600 Telecommunications UCITS ETF,EUR,TEL,TELE,sbf
Lyxor MSCI World Communication Services TR UCITS ETF,EUR,TELEW,TELW,sbf
Lyxor MSCI Thailand UCITS ETF,EUR,THA,THA,sbf
Lyxor STOXX Europe 600 Technology UCITS ETF,EUR,TNO,TNO,sbf
Lyxor MSCI World Information Technology TR UCITS ETF,EUR,TNOW,TNOW,sbf
Amundi Japan Topix UCITS ETF,EUR,TPXE,TPXE,sbf
Amundi Japan Topix UCITS ETF,EUR,TPXH,TPXH,sbf
Lyxor STOXX Europe 600 Travel & Leisure UCITS ETF,EUR,TRV,TRV,sbf
Lyxor MSCI Turkey UCITS ETF,EUR,TUR,TUR,sbf
Lyxor MSCI Taiwan UCITS ETF,EUR,TWN,TWN,sbf
Lyxor Inverse US$ 10Y Inflation Expectations UCITS ETF,EUR,UINE,UINE,sbf
HSBC FTSE 100 UCITS ETF,EUR,UKX,UKX,sbf
Lyxor MSCI Disruptive Technology ESG Filtered DR UCITS ETF,EUR,UNIC,UNIC,sbf
Amundi ETF US Treasury 1-3 UCITS ETF,USD,US1,US1,sbf
Lyxor Core US Treasury 10+Y DR UCITS ETF,USD,US10,US10,sbf
Lyxor Core US Treasury 1-3Y DR UCITS ETF,EUR,US13,US13,sbf
Lyxor Core US Treasury 3-7Y DR UCITS ETF,EUR,US57,IUS37,sbf
Lyxor MSCI USA UCITS ETF,EUR,USA,USA,sbf
Lyxor MSCI USA UCITS ETF,EUR,USAC,USAC,sbf
Lyxor BofAML USD High Yield Bond UCITS ETF,EUR,USHY,USHY,sbf
Lyxor USD Corporate Bond UCITS ETF,EUR,USIH,USIH,sbf
Amundi Index MSCI USA SRI UCITS ETF DR,EUR,USRI,USRI,sbf
Lyxor Nasdaq-100 UCITS ETF,EUR,UST,UST,sbf
Lyxor STOXX Europe 600 Utilities UCITS ETF,EUR,UTI,UTI,sbf
Lyxor MSCI World Utilities TR UCITS ETF,EUR,UTIW,UTLW,sbf
Lyxor MSCI EMU Value DR UCITS ETF,EUR,VAL,VAL,sbf
BNP PARIBAS EASY Equity Value Europe UCITS ETF,EUR,VALD,VALD,sbf
BNP PARIBAS EASY Equity Low Vol Europe UCITS ETF,EUR,VLED,VLED,sbf
BNP PARIBAS EASY Equity Low Vol US UCITS ETF,EUR,VLUD,VLUD,sbf
Lyxor World Water UCITS ETF,EUR,WAT,WAT,sbf
WisdomTree Wheat,EUR,WEATP,WEATP,sbf
Lyxor WIG 20 UCITS ETF,EUR,WIG2,WIG,sbf
Lyxor MSCI World UCITS ETF,EUR,WLD,WLD,sbf
Lyxor MSCI World UCITS ETF,EUR,WLDH,WLDH,sbf
Ossiam ETF World MINIMUM VARIANCE,EUR,WOMV,WOMV,sbf
HSBC MSCI WORLD UCITS ETF,EUR,WRD,WRD,sbf
Amundi Index MSCI World SRI UCITS ETF DR,EUR,WSRI,WSRI,sbf
Amundi Govt Bond Lowest Rated Euromts Investment Grade1-3 UCITS ETF,EUR,X13G,X13G,sbf
Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1G,X1G,sbf
Amundi Govt Bond Lowest Rated Euromts Investment Grade UCITS ETF,EUR,X1GD,X1GD,sbf
Lyxor BofAML EUR High Yield Ex-Financial Bond UCITS ETF,EUR,YIEL,YIEL,sbf
SPDR MSCI EMU UCITS ETF,EUR,ZPRE,EMUE,sbf
SPDR EURO STOXX Low Volatility UCITS ETF,EUR,ZPRL,ELOW,sbf
SPDR Russell 2000 U.S. Small Cap UCITS ETF,EUR,ZPRR,R2US,sbf
WisdomTree Agriculture - EUR Daily Hedged,EUR,00XJ,00XJd,chixde
WisdomTree Broad Commodities - EUR Daily Hedged,EUR,00XK,00XKd,chixde
WisdomTree WTI Crude Oil - EUR Daily Hedged,EUR,00XM,00XMd,chixde
WisdomTree Natural Gas - EUR Daily Hedged,EUR,00XP,00XPd,chixde
WisdomTree Silver - EUR Daily Hedged,EUR,00XR,00XRd,chixde
WisdomTree Wheat - EUR Daily Hedged,EUR,00XS,00XSd,chixde
WisdomTree Brent Crude Oil - EUR Daily Hedged,EUR,00XT,00XTd,chixde
WisdomTree EURO STOXX Banks 3x Daily Leveraged,EUR,0LJI,0LJId,chixde
Xetra-Gold,EUR,4GLD,4GLDd,chixde
WisdomTree WTI Crude Oil 2x Daily Leveraged,EUR,4RT6,4RT6d,chixde
WisdomTree Gold 2x Daily Leveraged,EUR,4RT8,4RT8d,chixde
WisdomTree Natural Gas 1x Daily Short,EUR,4RTD,4RTDd,chixde
WisdomTree Silver 1x Daily Short,EUR,4RTF,4RTFd,chixde
WisdomTree Natural Gas 2x Daily Leveraged,EUR,4RUC,4RUCd,chixde
WisdomTree Nickel 2x Daily Leveraged,EUR,4RUD,4RUDd,chixde
WisdomTree Wheat 2x Daily Leveraged,EUR,4RUJ,4RUJd,chixde
WisdomTree Cocoa 2x Daily Leveraged,EUR,4RUP,4RUPd,chixde
WisdomTree Long USD Short EUR 5x Daily,EUR,5CH5,5CH5d,chixde
WisdomTree Short USD Long EUR 5x Daily,EUR,5CH6,5CH6d,chixde
WisdomTree WTI Crude Oil 1x Daily Short,EUR,9GA7,9GA7d,chixde
WisdomTree Gold 1x Daily Short,EUR,9GA9,9GA9d,chixde
Lyxor China Enterprise HSCEI UCITS ETF,EUR,ASI,LCHId,chixde
Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF,EUR,AUT,LAUTd,chixde
Lyxor EURO STOXX 50 Daily -2x Inverse UCITS ETF,EUR,BXX,LSK8d,chixde
ComStage MDAX TR UCITS ETF,EUR,C007,C007d,chixde
ComStage S&P 500 Euro Daily Hedged Net TR UCITS ETF,EUR,C014,C014d,chixde
ComStage ETF EURO STOXX 50 NR UCITS ETF,EUR,C050,C050d,chixde
ComStage ETF STOXX Europe 600 Automobiles & Parts NR UCITS ETF,EUR,C061,C061d,chixde
ComStage ETF STOXX Europe 600 Banks NR UCITS ETF,EUR,C062,C062d,chixde
ComStage ETF STOXX Europe 600 Chemicals NR UCITS ETF,EUR,C064,C064d,chixde
ComStage ETF MSCI Emerging Markets Leveraged 2x Daily TRN UCITS ETF,EUR,C128,C128d,chixde
ComStage ETF iBOXX Germany Covered Capped Overall TR UCITS ETF,EUR,C540,C540d,chixde
AMUNDI ETF BBB Euro Corporate Investment Grade UCITS ETF,EUR,CAB3,CAB3d,chixde
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF,EUR,CAMX,CAMXd,chixde
Amundi Msci Eastern Europe EX Russia UCITS ETF,EUR,CE9,540Gd,chixde
Lyxor MSCI Eastern Europe EX Russia UCITS ETF,EUR,CEC,LEERd,chixde
Xtrackers II Harvest China Government Bond UCITS ETF,EUR,CGB,CGBd,chixde
Amundi ETF MSCI Europe Industrials UCITS ETF,EUR,CIN,18M8d,chixde
Lyxor Commodities Thomson Reuters/CoreCommodity CRB TR UCITS ETF,EUR,CRB,LYTRd,chixde
Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF,EUR,CRN,LCTRd,chixde
Xtrackers MSCI Canada UCITS ETF,EUR,D5BH,D5BHd,chixde
Xtrackers MSCI Mexico UCITS ETF,EUR,D5BI,D5BId,chixde
Xtrackers FTSE Developed Europe Real Estate UCITS ETF,EUR,D5BK,D5BKd,chixde
Xtrackers MSCI Europe Value UCITS ETF,EUR,D5BL,D5BLd,chixde
Xtrackers S&P 500 Swap UCITS ETF,EUR,D5BM,D5BMd,chixde
Xtrackers ShortDAX x2 Daily Swap UCITS ETF,EUR,DBPD,DBPDd,chixde
Xtrackers LevDAX Daily Swap UCITS ETF,EUR,DBPE,DBPEd,chixde
Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF,EUR,DBPG,DBPGd,chixde
Xtrackers S&P 500 2x Inverse Daily Swap UCITS ETF,EUR,DBPK,DBPKd,chixde
Xtrackers Portfolio UCITS ETF,EUR,DBX0,DBX0d,chixde
Xtrackers MSCI Emerging Markets Swap UCITS ETF,EUR,DBX1,DBX1d,chixde
Xtrackers MSCI Brazil UCITS ETF,EUR,DBX6,DBX6d,chixde
Xtrackers Nifty 50 Swap UCITS ETF,EUR,DBX7,DBX7d,chixde
Xtrackers FTSE China 50 UCITS ETF,EUR,DBX9,DBX9d,chixde
Xtrackers MSCI Europe UCITS ETF,EUR,DBXA,DBXAd,chixde
Xtrackers DAX UCITS ETF,EUR,DBXD,DBXDd,chixde
Xtrackers Euro Stoxx 50 UCITS ETF,EUR,DBXE,DBXEd,chixde
Xtrackers II Global Inflation-Linked Bond UCITS ETF,EUR,DBXH,DBXHd,chixde
Xtrackers FTSE MIB UCITS ETF,EUR,DBXI,DBXId,chixde
Xtrackers II Eurozone Government Bond UCITS ETF,EUR,DBXN,DBXNd,chixde
Xtrackers Switzerland UCITS ETF,EUR,DBXS,DBXSd,chixde
Xtrackers II EUR Overnight Rate Swap UCITS ETF,EUR,DBXT,DBXTd,chixde
Xtrackers MSCI Russia Capped Swap UCITS ETF,EUR,DBXV,DBXVd,chixde
Xtrackers MSCI World Swap UCITS ETF,EUR,DBXW,DBXWd,chixde
Xtrackers FTSE 100 Income UCITS ETF,EUR,DBXX,DBXXd,chixde
Lyxor Daily ShortDAX x2 UCITS ETF,EUR,DSD,LYQLd,chixde
Xtrackers LPX Private Equity Swap UCITS ETF,EUR,DX2D,DX2Dd,chixde
Xtrackers S&P Global Infrastructure Swap UCITS ETF,EUR,DX2E,DX2Ed,chixde
Xtrackers CAC 40 UCITS ETF,EUR,DX2G,DX2Gd,chixde
Xtrackers MSCI Europe Small Cap UCITS ETF,EUR,DX2J,DX2Jd,chixde
Xtrackers Stoxx Europe 600 UCITS ETF,EUR,DX2X,DX2Xd,chixde
Xtrackers Euro Stoxx 50 UCITS ETF,EUR,DXET,DXETd,chixde
Xtrackers Spain UCITS ETF,EUR,DXIBX,XESPd,chixde
Xtrackers S&P 500 Inverse Daily Swap UCITS ETF,EUR,DXS3,DXS3d,chixde
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF,EUR,DXS5,DXS5d,chixde
Xtrackers FTSE Vietnam Swap UCITS ETF,EUR,DXS7,DXS7d,chixde
Xtrackers Euro Stoxx Quality Dividend UCITS ETF,EUR,DXSA,DXSAd,chixde
Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF,EUR,DXSC,DXSCd,chixde
Xtrackers Stoxx Europe 600 Oil & Gas Swap UCITS ETF,EUR,DXSD,DXSDd,chixde
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF,EUR,DXSM,DXSMd,chixde
Xtrackers ShortDAX Daily Swap UCITS ETF,EUR,DXSN,DXSNd,chixde
Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF,EUR,DXSP,DXSPd,chixde
Xtrackers II USD Emerging Markets Bond UCITS ETF,EUR,DXSU,DXSUd,chixde
Xtrackers II Eurozone Government Bond Short Daily Swap UCITS ETF,EUR,DXSV,DXSVd,chixde
ComStage LevDAX x2 UCITS ETF,EUR,E043,E043d,chixde
ComStage CBK US-Treasury Bond Future Double Short UCITS ETF,EUR,E573,E573d,chixde
BNP Paribas Easy Equity Dividend Europe UCITS ETF,EUR,EDEU,EDEUd,chixde
BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF,EUR,EEA,EEAAd,chixde
BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF,EUR,EEP,EEPd,chixde
BNP Paribas Easy MSCI Japan ex CW UCITS ETF,EUR,EJAH,EJAHd,chixde
Deka MSCI USA MC UCITS ETF,EUR,EL41,EL41d,chixde
Deka MSCI Europe UCITS ETF,EUR,EL42,EL42d,chixde
Deka DAX UCITS ETF,EUR,EL4A,EL4Ad,chixde
Deka EURO STOXX 50 UCITS ETF,EUR,EL4B,EL4Bd,chixde
Deka DAX ausschuettend UCITS ETF,EUR,EL4F,EL4Fd,chixde
Deka DAXplus Maximum Dividend UCITS ETF,EUR,EL4X,EL4Xd,chixde
Deka MSCI USA UCITS ETF,EUR,EL4Z,EL4Zd,chixde
Deka DAX ex Financials 30 UCITS ETF,EUR,ELF0,ELF0d,chixde
Deka MDAX UCITS ETF,EUR,ELF1,ELF1d,chixde
Deka MSCI Europe ex EMU UCITS ETF,EUR,ELF5,ELF5d,chixde
Deka EURO iSTOXX ex Fin Dividend+ UCITS ETF,EUR,ELFC,ELFCd,chixde
Deka Eurozone Rendite Plus 1-10 UCITS ETF,EUR,ELFD,ELFDd,chixde
BNP Paribas Easy Stoxx Europe 600 UCITS ETF,EUR,ETZ,ETSZd,chixde
PIMCO Euro Short-Term High Yield Corporate Bond Index Source UCITS ETF,EUR,EUHA,EUHAd,chixde
PIMCO Euro Short-Term High Yield Corporate Bond Index Source UCITS ETF,EUR,EUHI,EUHId,chixde
iShares STOXX Europe 600 Oil & Gas UCITS ETF DE,EUR,EXH1,EXH1d,chixde
iShares STOXX Europe 600 Financial Services UCITS ETF DE,EUR,EXH2,EXH2d,chixde
iShares STOXX Europe 600 Food & Beverage UCITS ETF DE,EUR,EXH3,EXH3d,chixde
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF DE,EUR,EXH4,EXH4d,chixde
iShares STOXX Europe 600 Insurance UCITS ETF DE,EUR,EXH5,EXH5d,chixde
iShares STOXX Europe 600 Media UCITS ETF DE,EUR,EXH6,EXH6d,chixde
iShares STOXX Europe 600 Retail UCITS ETF DE,EUR,EXH8,EXH8d,chixde
iShares STOXX Europe 600 Utilities UCITS ETF DE,EUR,EXH9,EXH9d,chixde
iShares eb.rexx Government Germany 1.5-2.5yr UCITS ETF DE,EUR,EXHB,EXHBd,chixde
iShares Euro Government Bond Capped 1.5-10.5yr UCITS ETF DE,EUR,EXHF,EXHFd,chixde
iShares Dow Jones Global Titans 50 UCITS ETF DE,EUR,EXI2,EXI2d,chixde
iShares Dow Jones Industrial Average UCITS ETF DE,EUR,EXI3,EXI3d,chixde
iShares STOXX Europe 600 Real Estate UCITS ETF DE,EUR,EXI5,EXI5d,chixde
iShares Core DAX UCITS ETF DE,EUR,EXS1,EXS1d,chixde
iShares TecDAX UCITS ETF DE,EUR,EXS2,EXS2d,chixde
iShares MDAX UCITS ETF DE,EUR,EXS3,EXS3d,chixde
iShares STOXX Europe 600 UCITS ETF DE,EUR,EXSA,EXSAd,chixde
iShares DivDAX UCITS ETF DE,EUR,EXSB,EXSBd,chixde
iShares STOXX Europe Large 200 UCITS ETF DE,EUR,EXSC,EXSCd,chixde
iShares STOXX Europe Mid 200 UCITS ETF DE,EUR,EXSD,EXSDd,chixde
iShares STOXX Europe Small 200 UCITS ETF DE,EUR,EXSE,EXSEd,chixde
iShares EURO STOXX Select Dividend 30 UCITS ETF DE,EUR,EXSG,EXSGd,chixde
iShares STOXX Europe Select Dividend 30 UCITS ETF DE,EUR,EXSH,EXSHd,chixde
iShares EURO STOXX UCITS ETF DE,EUR,EXSI,EXSId,chixde
iShares STOXX Europe 600 Banks UCITS ETF DE,EUR,EXV1,EXV1d,chixde
iShares STOXX Europe 600 Telecommunications UCITS ETF DE,EUR,EXV2,EXV2d,chixde
iShares STOXX Europe 600 Technology UCITS ETF DE,EUR,EXV3,EXV3d,chixde
iShares STOXX Europe 600 Health Care UCITS ETF DE,EUR,EXV4,EXV4d,chixde
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF DE,EUR,EXV5,EXV5d,chixde
iShares STOXX Europe 600 Basic Resources UCITS ETF DE,EUR,EXV6,EXV6d,chixde
iShares STOXX Europe 600 Chemicals UCITS ETF DE,EUR,EXV7,EXV7d,chixde
iShares STOXX Europe 600 Construction & Materials UCITS ETF DE,EUR,EXV8,EXV8d,chixde
iShares STOXX Europe 600 Travel & Leisure UCITS ETF DE,EUR,EXV9,EXV9d,chixde
iShares Core EURO STOXX 50 UCITS ETF DE,EUR,EXW1,EXW1d,chixde
iShares STOXX Europe 50 UCITS ETF DE,EUR,EXW3,EXW3d,chixde
iShares EURO STOXX Banks 30-15 UCITS ETF DE,EUR,EXX1,EXX1d,chixde
iShares Nikkei 225 UCITS ETF DE,EUR,EXX7,EXX7d,chixde
iShares NASDAQ-100 UCITS ETF DE,EUR,EXXT,EXXTd,chixde
iShares Dow Jones Asia Pacific Select Dividend 50 UCITS ETF DE,EUR,EXXW,EXXWd,chixde
iShares ATX UCITS ETF DE,EUR,EXXX,EXXXd,chixde
ComStage Alpha Dividende Plus UCITS ETF,EUR,F750,F750d,chixde
Lyxor Euro Floating Rate Note UCITS ETF,EUR,FLOT,NK4Ld,chixde
First Trust Germany AlphaDEX UCITS ETF,EUR,FTGG,FTGGd,chixde
WisdomTree Physical Gold - EUR Daily Hedged,EUR,GBSE1,GBSEd,chixde
Gold Bullion Securities Ltd,EUR,GG9B,GG9Bd,chixde
LYXOR MSCI GREECE,EUR,GRE,LYMHd,chixde
WisdomTree Physical Swiss Gold,EUR,GZUR,GZURd,chixde
Lyxor MSCI India UCITS ETF,EUR,INR,LYMDd,chixde
